id,Blog_id,Post_id
276,61,276
277,56,277
278,22,278
279,2,279
280,98,280
281,58,281
282,46,282
283,3,283
284,95,284
285,4,285
286,62,286
287,22,287
288,82,288
289,34,289
290,81,290
291,33,291
292,81,292
293,79,293
294,45,294
295,21,295
296,72,296
297,69,297
298,66,298
299,62,299
300,39,300
301,92,301
302,14,302
303,98,303
304,37,304
305,35,305
306,76,306
307,61,307
308,53,308
309,78,309
310,100,310
311,30,311
312,79,312
313,18,313
314,95,314
315,71,315
316,88,316
317,84,317
318,54,318
319,51,319
320,57,320
321,49,321
322,20,322
323,80,323
324,55,324
325,75,325
326,8,326
327,62,327
328,86,328
329,51,329
330,32,330
331,21,331
332,47,332
333,71,333
334,49,334
335,82,335
336,88,336
337,14,337
338,14,338
339,78,339
340,46,340
341,32,341
342,88,342
343,41,343
344,28,344
345,14,345
346,10,346
347,32,347
348,72,348
349,32,349
350,10,350
351,54,351
352,2,352
353,38,353
354,23,354
355,92,355
356,78,356
357,1,357
358,42,358
359,99,359
360,3,360
361,61,361
362,41,362
363,3,363
364,44,364
365,21,365
366,66,366
367,80,367
368,69,368
369,69,369
370,88,370
371,39,371
372,66,372
373,3,373
374,68,374
375,16,375
376,63,376
377,63,377
378,32,378
379,58,379
380,94,380
381,13,381
382,45,382
383,12,383
384,100,384
385,92,385
386,45,386
387,61,387
388,50,388
389,90,389
390,54,390
391,8,391
392,82,392
393,27,393
394,48,394
395,5,395
396,64,396
397,70,397
398,91,398
399,53,399
400,29,400
401,3,401
402,93,402
403,28,403
404,35,404
405,48,405
406,17,406
407,19,407
408,27,408
409,63,409
410,79,410
411,1,411
412,73,412
413,46,413
414,83,414
415,12,415
416,58,416
417,36,417
418,15,418
419,9,419
420,12,420
421,89,421
422,82,422
423,42,423
424,37,424
425,25,425
426,50,426
427,52,427
428,47,428
429,42,429
430,79,430
431,79,431
432,9,432
433,5,433
434,11,434
435,46,435
436,59,436
437,11,437
438,81,438
439,54,439
440,65,440
441,89,441
442,36,442
443,22,443
444,23,444
445,75,445
446,56,446
447,43,447
448,99,448
449,4,449
450,97,450
451,57,451
452,26,452
453,77,453
454,47,454
455,74,455
456,16,456
457,64,457
458,54,458
459,17,459
460,45,460
461,31,461
462,97,462
463,39,463
464,89,464
465,29,465
466,72,466
467,12,467
468,40,468
469,76,469
470,71,470
471,23,471
472,19,472
473,1,473
474,19,474
475,23,475
476,93,476
477,3,477
478,21,478
479,39,479
480,32,480
481,12,481
482,33,482
483,88,483
484,5,484
485,95,485
486,86,486
487,79,487
488,64,488
489,17,489
490,89,490
491,89,491
492,90,492
493,42,493
494,86,494
495,80,495
496,96,496
497,58,497
498,28,498
499,15,499
500,99,500
501,65,501
502,87,502
503,66,503
504,43,504
505,23,505
506,41,506
507,5,507
508,19,508
509,32,509
510,56,510
511,72,511
512,57,512
513,39,513
514,63,514
515,5,515
516,20,516
517,52,517
518,89,518
519,82,519
520,45,520
521,64,521
522,44,522
523,17,523
524,63,524
525,72,525
526,92,526
527,16,527
528,29,528
529,10,529
530,5,530
531,25,531
532,23,532
533,63,533
534,90,534
535,87,535
536,19,536
537,47,537
538,73,538
539,24,539
540,65,540
541,14,541
542,76,542
543,12,543
544,32,544
545,53,545
546,87,546
547,83,547
548,60,548
549,100,549
550,91,550
551,27,551
552,76,552
553,63,553
554,72,554
555,88,555
556,26,556
557,12,557
558,46,558
559,36,559
560,66,560
561,62,561
562,39,562
563,46,563
564,99,564
565,3,565
566,40,566
567,58,567
568,16,568
569,2,569
570,10,570
571,93,571
572,93,572
573,26,573
574,33,574
575,40,575
576,91,576
577,72,577
578,30,578
579,80,579
580,39,580
581,58,581
582,87,582
583,29,583
584,58,584
585,87,585
586,78,586
587,78,587
588,90,588
589,95,589
590,22,590
591,75,591
592,79,592
593,28,593
594,35,594
595,90,595
596,34,596
597,12,597
598,37,598
599,39,599
600,100,600
601,57,601
602,74,602
603,26,603
604,65,604
605,24,605
606,68,606
607,58,607
608,56,608
609,56,609
610,25,610
611,23,611
612,41,612
613,59,613
614,31,614
615,33,615
616,47,616
617,84,617
618,25,618
619,72,619
620,68,620
621,86,621
622,68,622
623,43,623
624,11,624
625,56,625
626,32,626
627,1,627
628,61,628
629,59,629
630,84,630
631,5,631
632,73,632
633,63,633
634,63,634
635,48,635
636,74,636
637,10,637
638,38,638
639,99,639
640,35,640
641,34,641
642,80,642
643,73,643
644,20,644
645,92,645
646,35,646
647,73,647
648,34,648
649,82,649
650,95,650
651,54,651
652,84,652
653,95,653
654,68,654
655,21,655
656,79,656
657,18,657
658,21,658
659,59,659
660,73,660
661,83,661
662,5,662
663,25,663
664,68,664
665,20,665
666,75,666
667,56,667
668,35,668
669,51,669
670,34,670
671,18,671
672,50,672
673,78,673
674,81,674
675,70,675
676,24,676
677,49,677
678,31,678
679,89,679
680,77,680
681,12,681
682,62,682
683,42,683
684,84,684
685,20,685
686,46,686
687,20,687
688,3,688
689,42,689
690,42,690
691,96,691
692,91,692
693,45,693
694,77,694
695,3,695
696,89,696
697,12,697
698,91,698
699,59,699
700,87,700
701,34,701
702,15,702
703,56,703
704,26,704
705,82,705
706,72,706
707,79,707
708,77,708
709,59,709
710,31,710
711,89,711
712,81,712
713,75,713
714,13,714
715,34,715
716,71,716
717,85,717
718,27,718
719,93,719
720,21,720
721,73,721
722,15,722
723,65,723
724,9,724
725,67,725
726,10,726
727,56,727
728,57,728
729,60,729
730,18,730
731,56,731
732,59,732
733,75,733
734,95,734
735,64,735
736,99,736
737,78,737
738,22,738
739,37,739
740,25,740
741,13,741
742,89,742
743,36,743
744,94,744
745,62,745
746,13,746
747,9,747
748,14,748
749,87,749
750,97,750
751,84,751
752,56,752
753,18,753
754,92,754
755,19,755
756,38,756
757,30,757
758,71,758
759,13,759
760,62,760
761,53,761
762,5,762
763,73,763
764,51,764
765,31,765
766,100,766
767,80,767
768,37,768
769,44,769
770,97,770
771,43,771
772,73,772
773,58,773
774,45,774
775,56,775
776,14,776
777,84,777
778,27,778
779,67,779
780,17,780
781,79,781
782,26,782
783,16,783
784,63,784
785,47,785
786,19,786
787,2,787
788,79,788
789,8,789
790,90,790
791,2,791
792,66,792
793,93,793
794,32,794
795,79,795
796,36,796
797,70,797
798,73,798
799,44,799
800,52,800
801,42,801
802,83,802
803,57,803
804,82,804
805,32,805
806,60,806
807,6,807
808,53,808
809,91,809
810,66,810
811,87,811
812,70,812
813,7,813
814,100,814
815,40,815
816,43,816
817,83,817
818,62,818
819,35,819
820,56,820
821,66,821
822,22,822
823,38,823
824,17,824
825,95,825
826,79,826
827,91,827
828,86,828
829,58,829
830,43,830
831,79,831
832,70,832
833,58,833
834,3,834
835,73,835
836,30,836
837,53,837
838,5,838
839,39,839
840,100,840
841,90,841
842,25,842
843,90,843
844,53,844
845,95,845
846,28,846
847,79,847
848,52,848
849,53,849
850,71,850
851,73,851
852,70,852
853,2,853
854,27,854
855,66,855
856,29,856
857,70,857
858,65,858
859,10,859
860,15,860
861,6,861
862,79,862
863,26,863
864,70,864
865,34,865
866,32,866
867,62,867
868,32,868
869,62,869
870,30,870
871,53,871
872,20,872
873,73,873
874,18,874
875,13,875
876,100,876
877,100,877
878,38,878
879,34,879
880,20,880
881,85,881
882,37,882
883,16,883
884,86,884
885,78,885
886,83,886
887,15,887
888,30,888
889,100,889
890,2,890
891,49,891
892,38,892
893,45,893
894,15,894
895,88,895
896,79,896
897,60,897
898,6,898
899,87,899
900,34,900
901,17,901
902,68,902
903,100,903
904,67,904
905,72,905
906,62,906
907,28,907
908,49,908
909,62,909
910,88,910
911,4,911
912,43,912
913,4,913
914,59,914
915,66,915
916,61,916
917,86,917
918,46,918
919,51,919
920,64,920
921,38,921
922,12,922
923,51,923
924,94,924
925,23,925
926,69,926
927,23,927
928,7,928
929,98,929
930,14,930
931,82,931
932,1,932
933,15,933
934,57,934
935,74,935
936,71,936
937,44,937
938,46,938
939,46,939
940,39,940
941,54,941
942,38,942
943,4,943
944,59,944
945,10,945
946,100,946
947,20,947
948,65,948
949,24,949
950,92,950
951,62,951
952,81,952
953,8,953
954,47,954
955,14,955
956,54,956
957,69,957
958,88,958
959,93,959
960,4,960
961,66,961
962,72,962
963,98,963
964,84,964
965,9,965
966,28,966
967,35,967
968,31,968
969,36,969
970,57,970
971,53,971
972,53,972
973,86,973
974,47,974
975,56,975
976,100,976
977,66,977
978,89,978
979,87,979
980,66,980
981,57,981
982,86,982
983,46,983
984,70,984
985,56,985
986,37,986
987,12,987
988,2,988
989,20,989
990,65,990
991,28,991
992,36,992
993,51,993
994,36,994
995,77,995
996,11,996
997,98,997
998,15,998
999,96,999
1000,37,1000
1001,70,1001
1002,60,1002
1003,48,1003
1004,34,1004
1005,58,1005
1006,43,1006
1007,71,1007
1008,44,1008
1009,66,1009
1010,36,1010
1011,42,1011
1012,46,1012
1013,75,1013
1014,33,1014
1015,38,1015
1016,20,1016
1017,77,1017
1018,45,1018
1019,7,1019
1020,17,1020
1021,73,1021
1022,71,1022
1023,100,1023
1024,9,1024
1025,13,1025
1026,6,1026
1027,88,1027
1028,68,1028
1029,34,1029
1030,32,1030
1031,5,1031
1032,15,1032
1033,72,1033
1034,4,1034
1035,75,1035
1036,27,1036
1037,9,1037
1038,90,1038
1039,81,1039
1040,27,1040
1041,99,1041
1042,9,1042
1043,93,1043
1044,43,1044
1045,32,1045
1046,14,1046
1047,59,1047
1048,82,1048
1049,84,1049
1050,2,1050
1051,79,1051
1052,62,1052
1053,94,1053
1054,63,1054
1055,97,1055
1056,12,1056
1057,49,1057
1058,19,1058
1059,63,1059
1060,30,1060
1061,24,1061
1062,38,1062
1063,26,1063
1064,49,1064
1065,28,1065
1066,24,1066
1067,16,1067
1068,48,1068
1069,100,1069
1070,11,1070
1071,70,1071
1072,95,1072
1073,88,1073
1074,73,1074
1075,56,1075
1076,10,1076
1077,1,1077
1078,53,1078
1079,10,1079
1080,21,1080
1081,82,1081
1082,51,1082
1083,30,1083
1084,35,1084
1085,38,1085
1086,48,1086
1087,65,1087
1088,15,1088
1089,33,1089
1090,95,1090
1091,41,1091
1092,30,1092
1093,61,1093
1094,10,1094
1095,48,1095
1096,42,1096
1097,100,1097
1098,7,1098
1099,91,1099
1100,69,1100
1101,40,1101
1102,68,1102
1103,80,1103
1104,72,1104
1105,21,1105
1106,45,1106
1107,93,1107
1108,82,1108
1109,80,1109
1110,40,1110
1111,93,1111
1112,37,1112
1113,79,1113
1114,97,1114
1115,58,1115
1116,27,1116
1117,30,1117
1118,38,1118
1119,62,1119
1120,83,1120
1121,65,1121
1122,83,1122
1123,49,1123
1124,87,1124
1125,48,1125
1126,39,1126
1127,23,1127
1128,44,1128
1129,1,1129
1130,40,1130
1131,15,1131
1132,26,1132
1133,44,1133
1134,84,1134
1135,75,1135
1136,22,1136
1137,44,1137
1138,77,1138
1139,4,1139
1140,87,1140
1141,10,1141
1142,53,1142
1143,79,1143
1144,28,1144
1145,93,1145
1146,49,1146
1147,8,1147
1148,61,1148
1149,46,1149
1150,74,1150
1151,43,1151
1152,74,1152
1153,70,1153
1154,24,1154
1155,5,1155
1156,89,1156
1157,21,1157
1158,37,1158
1159,62,1159
1160,97,1160
1161,26,1161
1162,44,1162
1163,77,1163
1164,98,1164
1165,62,1165
1166,42,1166
1167,63,1167
1168,97,1168
1169,57,1169
1170,90,1170
1171,40,1171
1172,73,1172
1173,53,1173
1174,96,1174
1175,14,1175
1176,35,1176
1177,26,1177
1178,10,1178
1179,41,1179
1180,4,1180
1181,20,1181
1182,6,1182
1183,49,1183
1184,67,1184
1185,14,1185
1186,51,1186
1187,57,1187
1188,64,1188
1189,41,1189
1190,35,1190
1191,88,1191
1192,36,1192
1193,96,1193
1194,4,1194
1195,46,1195
1196,90,1196
1197,7,1197
1198,40,1198
1199,25,1199
1200,32,1200
1201,45,1201
1202,77,1202
1203,6,1203
1204,47,1204
1205,49,1205
1206,99,1206
1207,41,1207
1208,64,1208
1209,46,1209
1210,34,1210
1211,18,1211
1212,87,1212
1213,15,1213
1214,24,1214
1215,66,1215
1216,13,1216
1217,75,1217
1218,53,1218
1219,62,1219
1220,4,1220
1221,92,1221
1222,30,1222
1223,42,1223
1224,26,1224
1225,37,1225
1226,42,1226
1227,36,1227
1228,71,1228
1229,48,1229
1230,70,1230
1231,47,1231
1232,34,1232
1233,67,1233
1234,78,1234
1235,56,1235
1236,28,1236
1237,4,1237
1238,23,1238
1239,33,1239
1240,69,1240
1241,25,1241
1242,81,1242
1243,26,1243
1244,63,1244
1245,43,1245
1246,42,1246
1247,52,1247
1248,93,1248
1249,73,1249
1250,27,1250
1251,12,1251
1252,100,1252
1253,56,1253
1254,10,1254
1255,37,1255
1256,34,1256
1257,23,1257
1258,19,1258
1259,30,1259
1260,5,1260
1261,59,1261
1262,84,1262
1263,31,1263
1264,95,1264
1265,46,1265
1266,42,1266
1267,31,1267
1268,10,1268
1269,20,1269
1270,87,1270
1271,86,1271
1272,100,1272
1273,13,1273
1274,92,1274
1275,48,1275
1276,88,1276
1277,50,1277
1278,19,1278
1279,80,1279
1280,86,1280
1281,91,1281
1282,71,1282
1283,10,1283
1284,86,1284
1285,75,1285
1286,40,1286
1287,21,1287
1288,18,1288
1289,50,1289
1290,69,1290
1291,32,1291
1292,9,1292
1293,27,1293
1294,10,1294
1295,23,1295
1296,9,1296
1297,61,1297
1298,22,1298
1299,68,1299
1300,9,1300
1301,71,1301
1302,86,1302
1303,57,1303
1304,8,1304
1305,71,1305
1306,1,1306
1307,26,1307
1308,53,1308
1309,54,1309
1310,2,1310
1311,45,1311
1312,89,1312
1313,31,1313
1314,22,1314
1315,8,1315
1316,99,1316
1317,99,1317
1318,11,1318
1319,52,1319
1320,45,1320
1321,94,1321
1322,75,1322
1323,40,1323
1324,15,1324
1325,30,1325
1326,83,1326
1327,57,1327
1328,55,1328
1329,34,1329
1330,83,1330
1331,14,1331
1332,24,1332
1333,14,1333
1334,72,1334
1335,54,1335
1336,85,1336
1337,12,1337
1338,95,1338
1339,100,1339
1340,66,1340
1341,5,1341
1342,39,1342
1343,23,1343
1344,91,1344
1345,24,1345
1346,49,1346
1347,73,1347
1348,17,1348
1349,53,1349
1350,62,1350
1351,47,1351
1352,100,1352
1353,13,1353
1354,98,1354
1355,92,1355
1356,64,1356
1357,93,1357
1358,42,1358
1359,47,1359
1360,41,1360
1361,25,1361
1362,96,1362
1363,29,1363
1364,24,1364
1365,22,1365
1366,4,1366
1367,30,1367
1368,39,1368
1369,87,1369
1370,14,1370
1371,48,1371
1372,24,1372
1373,27,1373
1374,49,1374
1375,12,1375
1376,90,1376
1377,50,1377
1378,24,1378
1379,48,1379
1380,23,1380
1381,87,1381
1382,9,1382
1383,16,1383
1384,46,1384
1385,66,1385
1386,45,1386
1387,77,1387
1388,2,1388
1389,40,1389
1390,21,1390
1391,57,1391
1392,87,1392
1393,56,1393
1394,61,1394
1395,26,1395
1396,16,1396
1397,29,1397
1398,6,1398
1399,7,1399
1400,19,1400
1401,28,1401
1402,84,1402
1403,27,1403
1404,35,1404
1405,40,1405
1406,59,1406
1407,72,1407
1408,56,1408
1409,32,1409
1410,85,1410
1411,50,1411
1412,9,1412
1413,47,1413
1414,100,1414
1415,49,1415
1416,79,1416
1417,64,1417
1418,10,1418
1419,7,1419
1420,35,1420
1421,1,1421
1422,67,1422
1423,37,1423
1424,14,1424
1425,41,1425
1426,98,1426
1427,4,1427
1428,9,1428
1429,13,1429
1430,25,1430
1431,66,1431
1432,74,1432
1433,9,1433
1434,48,1434
1435,87,1435
1436,12,1436
1437,55,1437
1438,69,1438
1439,37,1439
1440,30,1440
1441,57,1441
1442,95,1442
1443,75,1443
1444,47,1444
1445,1,1445
1446,28,1446
1447,98,1447
1448,89,1448
1449,87,1449
1450,59,1450
1451,53,1451
1452,53,1452
1453,43,1453
1454,98,1454
1455,42,1455
1456,25,1456
1457,15,1457
1458,53,1458
1459,100,1459
1460,5,1460
1461,76,1461
1462,46,1462
1463,51,1463
1464,8,1464
1465,84,1465
1466,5,1466
1467,5,1467
1468,19,1468
1469,53,1469
1470,58,1470
1471,83,1471
1472,74,1472
1473,8,1473
1474,76,1474
1475,5,1475
1476,69,1476
1477,10,1477
1478,15,1478
1479,85,1479
1480,7,1480
1481,65,1481
1482,57,1482
1483,13,1483
1484,4,1484
1485,29,1485
1486,89,1486
1487,44,1487
1488,51,1488
1489,61,1489
1490,81,1490
1491,4,1491
1492,42,1492
1493,22,1493
1494,48,1494
1495,91,1495
1496,5,1496
1497,27,1497
1498,39,1498
1499,79,1499
1500,97,1500
1501,19,1501
1502,99,1502
1503,85,1503
1504,34,1504
1505,74,1505
1506,67,1506
1507,50,1507
1508,14,1508
1509,37,1509
1510,49,1510
1511,63,1511
1512,97,1512
1513,92,1513
1514,97,1514
1515,99,1515
1516,60,1516
1517,6,1517
1518,36,1518
1519,23,1519
1520,59,1520
1521,8,1521
1522,72,1522
1523,24,1523
1524,59,1524
1525,66,1525
1526,35,1526
1527,50,1527
1528,68,1528
1529,38,1529
1530,6,1530
1531,79,1531
1532,89,1532
1533,57,1533
1534,43,1534
1535,75,1535
1536,99,1536
1537,49,1537
1538,96,1538
1539,22,1539
1540,47,1540
1541,75,1541
1542,71,1542
1543,99,1543
1544,51,1544
1545,33,1545
1546,98,1546
1547,18,1547
1548,95,1548
1549,45,1549
1550,97,1550
1551,26,1551
1552,93,1552
1553,19,1553
1554,16,1554
1555,50,1555
1556,90,1556
1557,58,1557
1558,82,1558
1559,2,1559
1560,19,1560
1561,63,1561
1562,64,1562
1563,59,1563
1564,48,1564
1565,56,1565
1566,70,1566
1567,86,1567
1568,44,1568
1569,26,1569
1570,92,1570
1571,69,1571
1572,78,1572
1573,90,1573
1574,82,1574
1575,84,1575
1576,70,1576
1577,68,1577
1578,17,1578
1579,12,1579
1580,44,1580
1581,66,1581
1582,87,1582
1583,73,1583
1584,96,1584
1585,95,1585
1586,12,1586
1587,5,1587
1588,25,1588
1589,98,1589
1590,72,1590
1591,94,1591
1592,72,1592
1593,21,1593
1594,65,1594
1595,5,1595
1596,52,1596
1597,2,1597
1598,37,1598
1599,60,1599
1600,34,1600
1601,48,1601
1602,67,1602
1603,22,1603
1604,92,1604
1605,48,1605
1606,79,1606
1607,51,1607
1608,60,1608
1609,44,1609
1610,85,1610
1611,89,1611
1612,55,1612
1613,16,1613
1614,38,1614
1615,50,1615
1616,23,1616
1617,24,1617
1618,63,1618
1619,80,1619
1620,53,1620
1621,26,1621
1622,85,1622
1623,49,1623
1624,45,1624
1625,68,1625
1626,53,1626
1627,60,1627
1628,42,1628
1629,67,1629
1630,50,1630
1631,59,1631
1632,23,1632
1633,46,1633
1634,99,1634
1635,18,1635
1636,60,1636
1637,23,1637
1638,36,1638
1639,42,1639
1640,21,1640
1641,94,1641
1642,9,1642
1643,80,1643
1644,40,1644
1645,82,1645
1646,74,1646
1647,51,1647
1648,33,1648
1649,85,1649
1650,52,1650
1651,41,1651
1652,78,1652
1653,7,1653
1654,13,1654
1655,33,1655
1656,47,1656
1657,8,1657
1658,13,1658
1659,90,1659
1660,5,1660
1661,84,1661
1662,14,1662
1663,29,1663
1664,4,1664
1665,19,1665
1666,39,1666
1667,44,1667
1668,22,1668
1669,26,1669
1670,19,1670
1671,83,1671
1672,97,1672
1673,32,1673
1674,89,1674
1675,70,1675
1676,85,1676
1677,20,1677
1678,35,1678
1679,82,1679
1680,78,1680
1681,55,1681
1682,81,1682
1683,38,1683
1684,19,1684
1685,61,1685
1686,99,1686
1687,10,1687
1688,39,1688
1689,41,1689
1690,56,1690
1691,20,1691
1692,3,1692
1693,54,1693
1694,17,1694
1695,2,1695
1696,73,1696
1697,69,1697
1698,47,1698
1699,33,1699
1700,55,1700
1701,18,1701
1702,94,1702
1703,53,1703
1704,31,1704
1705,98,1705
1706,38,1706
1707,67,1707
1708,29,1708
1709,86,1709
1710,87,1710
1711,57,1711
1712,2,1712
1713,55,1713
1714,42,1714
1715,96,1715
1716,53,1716
1717,96,1717
1718,84,1718
1719,20,1719
1720,79,1720
1721,96,1721
1722,85,1722
1723,26,1723
1724,93,1724
1725,4,1725
1726,31,1726
1727,40,1727
1728,21,1728
1729,100,1729
1730,23,1730
1731,55,1731
1732,12,1732
1733,26,1733
1734,15,1734
1735,9,1735
1736,1,1736
1737,96,1737
1738,63,1738
1739,75,1739
1740,38,1740
1741,44,1741
1742,2,1742
1743,41,1743
1744,79,1744
1745,94,1745
1746,77,1746
1747,3,1747
1748,62,1748
1749,70,1749
1750,26,1750
1751,13,1751
1752,67,1752
1753,9,1753
1754,75,1754
1755,100,1755
1756,89,1756
1757,29,1757
1758,29,1758
1759,19,1759
1760,70,1760
1761,95,1761
1762,48,1762
1763,84,1763
1764,88,1764
1765,11,1765
1766,6,1766
1767,32,1767
1768,12,1768
1769,88,1769
1770,15,1770
1771,4,1771
1772,99,1772
1773,61,1773
1774,11,1774
1775,76,1775
1776,38,1776
1777,26,1777
1778,41,1778
1779,5,1779
1780,62,1780
1781,12,1781
1782,59,1782
1783,90,1783
1784,35,1784
1785,81,1785
1786,86,1786
1787,93,1787
1788,66,1788
1789,7,1789
1790,79,1790
1791,79,1791
1792,80,1792
1793,36,1793
1794,58,1794
1795,93,1795
1796,91,1796
1797,31,1797
1798,43,1798
1799,99,1799
1800,7,1800
1801,45,1801
1802,57,1802
1803,70,1803
1804,85,1804
1805,63,1805
1806,86,1806
1807,66,1807
1808,66,1808
1809,39,1809
1810,22,1810
1811,43,1811
1812,56,1812
1813,95,1813
1814,6,1814
1815,47,1815
1816,76,1816
1817,49,1817
1818,93,1818
1819,18,1819
1820,83,1820
1821,36,1821
1822,43,1822
1823,50,1823
1824,53,1824
1825,31,1825
1826,15,1826
1827,12,1827
1828,68,1828
1829,30,1829
1830,62,1830
1831,43,1831
1832,86,1832
1833,31,1833
1834,50,1834
1835,38,1835
1836,56,1836
1837,57,1837
1838,4,1838
1839,80,1839
1840,93,1840
1841,81,1841
1842,90,1842
1843,98,1843
1844,84,1844
1845,25,1845
1846,26,1846
1847,17,1847
1848,96,1848
1849,90,1849
1850,94,1850
1851,98,1851
1852,2,1852
1853,80,1853
1854,69,1854
1855,88,1855
1856,85,1856
1857,21,1857
1858,38,1858
1859,49,1859
1860,79,1860
1861,47,1861
1862,61,1862
1863,63,1863
1864,25,1864
1865,22,1865
1866,25,1866
1867,67,1867
1868,77,1868
1869,69,1869
1870,94,1870
1871,50,1871
1872,1,1872
1873,33,1873
1874,76,1874
1875,49,1875
1876,77,1876
1877,11,1877
1878,5,1878
1879,66,1879
1880,18,1880
1881,19,1881
1882,98,1882
1883,91,1883
1884,87,1884
1885,18,1885
1886,36,1886
1887,90,1887
1888,95,1888
1889,54,1889
1890,14,1890
1891,11,1891
1892,36,1892
1893,75,1893
1894,44,1894
1895,89,1895
1896,69,1896
1897,70,1897
1898,20,1898
1899,41,1899
1900,10,1900
1901,90,1901
1902,89,1902
1903,5,1903
1904,100,1904
1905,2,1905
1906,90,1906
1907,7,1907
1908,12,1908
1909,72,1909
1910,86,1910
1911,24,1911
1912,90,1912
1913,9,1913
1914,3,1914
1915,28,1915
1916,3,1916
1917,25,1917
1918,1,1918
1919,89,1919
1920,22,1920
1921,42,1921
1922,87,1922
1923,24,1923
1924,69,1924
1925,4,1925
1926,23,1926
1927,13,1927
1928,21,1928
1929,45,1929
1930,10,1930
1931,19,1931
1932,56,1932
1933,17,1933
1934,22,1934
1935,48,1935
1936,53,1936
1937,58,1937
1938,75,1938
1939,79,1939
1940,61,1940
1941,91,1941
1942,12,1942
1943,53,1943
1944,14,1944
1945,51,1945
1946,60,1946
1947,75,1947
1948,99,1948
1949,70,1949
1950,6,1950
1951,84,1951
1952,89,1952
1953,65,1953
1954,5,1954
1955,41,1955
1956,91,1956
1957,90,1957
1958,17,1958
1959,4,1959
1960,64,1960
1961,26,1961
1962,79,1962
1963,90,1963
1964,51,1964
1965,66,1965
1966,73,1966
1967,16,1967
1968,71,1968
1969,94,1969
1970,38,1970
1971,40,1971
1972,75,1972
1973,51,1973
1974,45,1974
1975,46,1975
1976,69,1976
1977,49,1977
1978,63,1978
1979,12,1979
1980,48,1980
1981,12,1981
1982,83,1982
1983,70,1983
1984,74,1984
1985,97,1985
1986,26,1986
1987,41,1987
1988,7,1988
1989,69,1989
1990,100,1990
1991,38,1991
1992,5,1992
1993,93,1993
1994,100,1994
1995,34,1995
1996,63,1996
